datetime,symbol,open,high,low,close,volume
2021-06-01 02:00:00,CRYPTO:DOTUSD,23.2818,23.5457,21.6784,22.8206,0.0
2021-06-02 02:00:00,CRYPTO:DOTUSD,22.8243,26.8625,22.6504,25.9172,0.0
2021-06-03 02:00:00,CRYPTO:DOTUSD,25.9161,28.6168,25.6676,26.9796,0.0
2021-06-04 02:00:00,CRYPTO:DOTUSD,26.9919,27.0151,23.6195,25.0253,0.0
2021-06-05 02:00:00,CRYPTO:DOTUSD,25.0109,26.3995,22.9187,23.7892,0.0
2021-06-06 02:00:00,CRYPTO:DOTUSD,23.7847,24.4764,23.5652,24.1705,0.0
2021-06-07 02:00:00,CRYPTO:DOTUSD,24.1818,25.3127,21.3037,21.6984,0.0
2021-06-08 02:00:00,CRYPTO:DOTUSD,21.695,22.2876,19.5983,21.6738,0.0
2021-06-09 02:00:00,CRYPTO:DOTUSD,21.6643,23.3361,20.3893,23.2134,0.0
2021-06-10 02:00:00,CRYPTO:DOTUSD,23.218,24.5989,22.0618,22.6792,0.0
2021-06-11 02:00:00,CRYPTO:DOTUSD,22.6833,23.2121,20.4933,20.9519,0.0
2021-06-12 02:00:00,CRYPTO:DOTUSD,20.945,21.2566,19.5227,20.7396,0.0
2021-06-13 02:00:00,CRYPTO:DOTUSD,20.7343,22.4038,19.9302,22.0524,0.0
2021-06-14 02:00:00,CRYPTO:DOTUSD,22.047,26.0466,21.2462,25.8627,0.0
2021-06-15 02:00:00,CRYPTO:DOTUSD,25.8623,26.0272,23.5248,23.9557,0.0
2021-06-16 02:00:00,CRYPTO:DOTUSD,23.9519,24.5821,22.511,23.025,0.0
2021-06-17 02:00:00,CRYPTO:DOTUSD,23.032,23.989,21.992,22.511,0.0
2021-06-18 02:00:00,CRYPTO:DOTUSD,22.528,22.56,20.216,21.415,0.0
2021-06-19 02:00:00,CRYPTO:DOTUSD,21.423,21.634,20.232,20.239,0.0
2021-06-20 02:00:00,CRYPTO:DOTUSD,20.244,21.003,18.904,20.643,0.0
2021-06-21 02:00:00,CRYPTO:DOTUSD,20.617,20.797,15.678,15.736,0.0
2021-06-22 02:00:00,CRYPTO:DOTUSD,15.727,17.378,13.088,14.685,0.0
2021-06-23 02:00:00,CRYPTO:DOTUSD,14.692,16.816,14.175,15.801,0.0
2021-06-24 02:00:00,CRYPTO:DOTUSD,15.813,16.605,14.74,16.226,0.0
2021-06-25 02:00:00,CRYPTO:DOTUSD,16.228,16.718,14.417,14.429,0.0
2021-06-26 02:00:00,CRYPTO:DOTUSD,14.424,14.98,13.661,14.561,0.0
2021-06-27 02:00:00,CRYPTO:DOTUSD,14.554,15.034,14.061,15.007,0.0
2021-06-28 02:00:00,CRYPTO:DOTUSD,15.019,16.029,14.609,15.78,0.0
2021-06-29 02:00:00,CRYPTO:DOTUSD,15.791,17.037,15.733,16.269,0.0
2021-06-30 02:00:00,CRYPTO:DOTUSD,16.298,16.622,15.261,16.401,0.0
