datetime,symbol,open,high,low,close,volume
2024-08-01 02:00:00,CRYPTO:DOGEUSD,0.12189,0.12307,0.11215,0.11897,0.0
2024-08-02 02:00:00,CRYPTO:DOGEUSD,0.11896,0.11963,0.11018,0.11144,0.0
2024-08-03 02:00:00,CRYPTO:DOGEUSD,0.11144,0.11458,0.10511,0.10799,0.0
2024-08-04 02:00:00,CRYPTO:DOGEUSD,0.10799,0.10934,0.09905,0.10368,0.0
2024-08-05 02:00:00,CRYPTO:DOGEUSD,0.10368,0.10423,0.08051,0.09428,0.0
2024-08-06 02:00:00,CRYPTO:DOGEUSD,0.09428,0.10146,0.09413,0.09649,0.0
2024-08-07 02:00:00,CRYPTO:DOGEUSD,0.09649,0.10204,0.09434,0.09561,0.0
2024-08-08 02:00:00,CRYPTO:DOGEUSD,0.0956,0.10794,0.09359,0.10748,0.0
2024-08-09 02:00:00,CRYPTO:DOGEUSD,0.10748,0.10778,0.10167,0.10388,0.0
2024-08-10 02:00:00,CRYPTO:DOGEUSD,0.10388,0.10594,0.10294,0.10522,0.0
2024-08-11 02:00:00,CRYPTO:DOGEUSD,0.10523,0.11097,0.10011,0.10059,0.0
2024-08-12 02:00:00,CRYPTO:DOGEUSD,0.10059,0.10857,0.10017,0.1079,0.0
2024-08-13 02:00:00,CRYPTO:DOGEUSD,0.1079,0.10902,0.10341,0.10639,0.0
2024-08-14 02:00:00,CRYPTO:DOGEUSD,0.10639,0.10688,0.10148,0.10244,0.0
2024-08-15 02:00:00,CRYPTO:DOGEUSD,0.10245,0.10493,0.098,0.10022,0.0
2024-08-16 02:00:00,CRYPTO:DOGEUSD,0.10022,0.10206,0.09755,0.10036,0.0
2024-08-17 02:00:00,CRYPTO:DOGEUSD,0.10036,0.10372,0.10003,0.10279,0.0
2024-08-18 02:00:00,CRYPTO:DOGEUSD,0.10279,0.10442,0.10002,0.10005,0.0
2024-08-19 02:00:00,CRYPTO:DOGEUSD,0.10005,0.10185,0.09863,0.10134,0.0
2024-08-20 02:00:00,CRYPTO:DOGEUSD,0.10135,0.10568,0.10111,0.10293,0.0
2024-08-21 02:00:00,CRYPTO:DOGEUSD,0.10293,0.1079,0.10218,0.10616,0.0
2024-08-22 02:00:00,CRYPTO:DOGEUSD,0.10616,0.10689,0.10405,0.10527,0.0
2024-08-23 02:00:00,CRYPTO:DOGEUSD,0.10527,0.11545,0.10523,0.11292,0.0
2024-08-24 02:00:00,CRYPTO:DOGEUSD,0.11293,0.11506,0.11091,0.11266,0.0
2024-08-25 02:00:00,CRYPTO:DOGEUSD,0.11266,0.11284,0.10786,0.10963,0.0
2024-08-26 02:00:00,CRYPTO:DOGEUSD,0.10963,0.11033,0.10447,0.10525,0.0
2024-08-27 02:00:00,CRYPTO:DOGEUSD,0.10525,0.10653,0.09649,0.09891,0.0
2024-08-28 02:00:00,CRYPTO:DOGEUSD,0.09891,0.10185,0.09692,0.09963,0.0
2024-08-29 02:00:00,CRYPTO:DOGEUSD,0.09962,0.10255,0.09829,0.1004,0.0
2024-08-30 02:00:00,CRYPTO:DOGEUSD,0.1004,0.10286,0.09707,0.10177,0.0
2024-08-31 02:00:00,CRYPTO:DOGEUSD,0.10177,0.10234,0.10034,0.10126,0.0
