datetime,symbol,open,high,low,close
2025-01-01 01:00:00,CRYPTO:XRPUSD,2.0798,2.3491,2.0772,2.3278
2025-01-02 01:00:00,CRYPTO:XRPUSD,2.3278,2.446,2.3257,2.3976
2025-01-03 01:00:00,CRYPTO:XRPUSD,2.3976,2.4762,2.3948,2.4519
2025-01-04 01:00:00,CRYPTO:XRPUSD,2.4518,2.5068,2.401,2.4189
2025-01-05 01:00:00,CRYPTO:XRPUSD,2.4189,2.4276,2.329,2.3987
2025-01-06 01:00:00,CRYPTO:XRPUSD,2.3987,2.4572,2.3682,2.4192
2025-01-07 01:00:00,CRYPTO:XRPUSD,2.4192,2.4677,2.2599,2.272
2025-01-08 01:00:00,CRYPTO:XRPUSD,2.272,2.3971,2.2009,2.373
2025-01-09 01:00:00,CRYPTO:XRPUSD,2.373,2.3941,2.2351,2.272
2025-01-10 01:00:00,CRYPTO:XRPUSD,2.272,2.3693,2.2476,2.3415
2025-01-11 01:00:00,CRYPTO:XRPUSD,2.3415,2.6006,2.3249,2.576
2025-01-12 01:00:00,CRYPTO:XRPUSD,2.576,2.5814,2.47,2.5035
2025-01-13 01:00:00,CRYPTO:XRPUSD,2.5034,2.5615,2.3325,2.5222
2025-01-14 01:00:00,CRYPTO:XRPUSD,2.5222,2.6963,2.5127,2.667
2025-01-15 01:00:00,CRYPTO:XRPUSD,2.667,3.1986,2.6496,3.1424
2025-01-16 01:00:00,CRYPTO:XRPUSD,3.1426,3.3991,2.9288,3.2425
2025-01-17 01:00:00,CRYPTO:XRPUSD,3.2427,3.3526,3.178,3.2912
2025-01-18 01:00:00,CRYPTO:XRPUSD,3.2911,3.2989,3.0619,3.2705
2025-01-19 01:00:00,CRYPTO:XRPUSD,3.2706,3.2887,2.842,2.9546
2025-01-20 01:00:00,CRYPTO:XRPUSD,2.9546,3.363,2.9097,3.1009
2025-01-21 01:00:00,CRYPTO:XRPUSD,3.101,3.2358,3.0123,3.1702
2025-01-22 01:00:00,CRYPTO:XRPUSD,3.1702,3.2845,3.1347,3.1802
2025-01-23 01:00:00,CRYPTO:XRPUSD,3.1801,3.1812,3.0372,3.1179
2025-01-24 01:00:00,CRYPTO:XRPUSD,3.1179,3.2035,3.0558,3.1015
2025-01-25 01:00:00,CRYPTO:XRPUSD,3.1015,3.1439,3.0788,3.1078
2025-01-26 01:00:00,CRYPTO:XRPUSD,3.1078,3.1433,3.0126,3.0229
2025-01-27 01:00:00,CRYPTO:XRPUSD,3.023,3.0568,2.6667,3.0537
2025-01-28 01:00:00,CRYPTO:XRPUSD,3.0538,3.2124,3.0065,3.0575
2025-01-29 01:00:00,CRYPTO:XRPUSD,3.0575,3.1331,2.9684,3.0667
2025-01-30 01:00:00,CRYPTO:XRPUSD,3.0669,3.1537,3.0483,3.1275
2025-01-31 01:00:00,CRYPTO:XRPUSD,3.1276,3.1337,3.0037,3.0364
