datetime,symbol,open,high,low,close,volume
2023-09-01 02:00:00,CRYPTO:ADAUSD,0.255285,0.258437,0.252335,0.255414,0.0
2023-09-02 02:00:00,CRYPTO:ADAUSD,0.2554,0.257209,0.25406,0.255792,0.0
2023-09-03 02:00:00,CRYPTO:ADAUSD,0.255792,0.256825,0.253479,0.255037,0.0
2023-09-04 02:00:00,CRYPTO:ADAUSD,0.255447,0.258369,0.253897,0.256053,0.0
2023-09-05 02:00:00,CRYPTO:ADAUSD,0.256062,0.25861,0.254388,0.257739,0.0
2023-09-06 02:00:00,CRYPTO:ADAUSD,0.257739,0.259203,0.252743,0.257275,0.0
2023-09-07 02:00:00,CRYPTO:ADAUSD,0.257325,0.257672,0.252903,0.256528,0.0
2023-09-08 02:00:00,CRYPTO:ADAUSD,0.256503,0.258208,0.252829,0.254297,0.0
2023-09-09 02:00:00,CRYPTO:ADAUSD,0.254322,0.255571,0.253147,0.253438,0.0
2023-09-10 02:00:00,CRYPTO:ADAUSD,0.253438,0.253713,0.24482,0.248709,0.0
2023-09-11 02:00:00,CRYPTO:ADAUSD,0.248709,0.24915,0.237104,0.241006,0.0
2023-09-12 02:00:00,CRYPTO:ADAUSD,0.240982,0.251743,0.240169,0.246153,0.0
2023-09-13 02:00:00,CRYPTO:ADAUSD,0.246153,0.249935,0.244699,0.248812,0.0
2023-09-14 02:00:00,CRYPTO:ADAUSD,0.248812,0.252396,0.24675,0.251287,0.0
2023-09-15 02:00:00,CRYPTO:ADAUSD,0.251536,0.254655,0.245325,0.25072,0.0
2023-09-16 02:00:00,CRYPTO:ADAUSD,0.25047,0.253758,0.248686,0.250329,0.0
2023-09-17 02:00:00,CRYPTO:ADAUSD,0.250311,0.25103,0.244721,0.247123,0.0
2023-09-18 02:00:00,CRYPTO:ADAUSD,0.247084,0.255924,0.244725,0.251642,0.0
2023-09-19 02:00:00,CRYPTO:ADAUSD,0.251664,0.25779,0.251148,0.254934,0.0
2023-09-20 02:00:00,CRYPTO:ADAUSD,0.254909,0.255777,0.251394,0.252365,0.0
2023-09-21 02:00:00,CRYPTO:ADAUSD,0.25239,0.253328,0.245188,0.245513,0.0
2023-09-22 02:00:00,CRYPTO:ADAUSD,0.245488,0.246585,0.24287,0.244955,0.0
2023-09-23 02:00:00,CRYPTO:ADAUSD,0.244955,0.246705,0.244296,0.246068,0.0
2023-09-24 02:00:00,CRYPTO:ADAUSD,0.246064,0.246137,0.241987,0.242765,0.0
2023-09-25 02:00:00,CRYPTO:ADAUSD,0.24274,0.24596,0.241233,0.245901,0.0
2023-09-26 02:00:00,CRYPTO:ADAUSD,0.245881,0.247294,0.243539,0.245496,0.0
2023-09-27 02:00:00,CRYPTO:ADAUSD,0.245246,0.247881,0.242796,0.244717,0.0
2023-09-28 02:00:00,CRYPTO:ADAUSD,0.244494,0.250578,0.243332,0.248937,0.0
2023-09-29 02:00:00,CRYPTO:ADAUSD,0.248937,0.25565,0.247748,0.249519,0.0
2023-09-30 02:00:00,CRYPTO:ADAUSD,0.249544,0.254733,0.249046,0.253933,0.0
