datetime,symbol,open,high,low,close
2021-02-05 01:00:00,CRYPTO:XLMUSD,0.32684109,0.36342409,0.32499571,0.35228782
2021-02-06 01:00:00,CRYPTO:XLMUSD,0.35224999,0.39871764,0.33613401,0.37814557
2021-02-07 01:00:00,CRYPTO:XLMUSD,0.37868525,0.42303791,0.36256171,0.38586305
2021-02-08 01:00:00,CRYPTO:XLMUSD,0.38629818,0.4044716,0.37388656,0.39756811
2021-02-09 01:00:00,CRYPTO:XLMUSD,0.3975466,0.40649079,0.38289036,0.40062902
2021-02-10 01:00:00,CRYPTO:XLMUSD,0.40091513,0.44740264,0.3794314,0.41524407
2021-02-11 01:00:00,CRYPTO:XLMUSD,0.41547419,0.47037233,0.41124823,0.45638666
2021-02-12 01:00:00,CRYPTO:XLMUSD,0.45667548,0.53800838,0.43824219,0.53014335
2021-02-13 01:00:00,CRYPTO:XLMUSD,0.53014546,0.60761671,0.50691719,0.56532627
2021-02-14 01:00:00,CRYPTO:XLMUSD,0.56590114,0.57849497,0.4967676,0.51616994
2021-02-15 01:00:00,CRYPTO:XLMUSD,0.5166906,0.54017097,0.42842579,0.49439987
2021-02-16 01:00:00,CRYPTO:XLMUSD,0.49493544,0.51736156,0.46825226,0.48575357
2021-02-17 01:00:00,CRYPTO:XLMUSD,0.48546077,0.51012784,0.4562977,0.49770227
2021-02-18 01:00:00,CRYPTO:XLMUSD,0.4978184,0.51610797,0.48326437,0.49652862
2021-02-19 01:00:00,CRYPTO:XLMUSD,0.49691142,0.52139554,0.48265343,0.51322656
2021-02-20 01:00:00,CRYPTO:XLMUSD,0.5139848,0.53304842,0.4601473,0.48693546
2021-02-21 01:00:00,CRYPTO:XLMUSD,0.48672312,0.50800291,0.47503417,0.49662181
2021-02-22 01:00:00,CRYPTO:XLMUSD,0.49710388,0.52666024,0.38312369,0.46378854
2021-02-23 01:00:00,CRYPTO:XLMUSD,0.46378414,0.46466977,0.31290311,0.38667951
2021-02-24 01:00:00,CRYPTO:XLMUSD,0.38656514,0.43427868,0.36782089,0.40541923
2021-02-25 01:00:00,CRYPTO:XLMUSD,0.40530044,0.42586595,0.37673407,0.38026194
2021-02-26 01:00:00,CRYPTO:XLMUSD,0.38010702,0.40155124,0.35483197,0.4004533
2021-02-27 01:00:00,CRYPTO:XLMUSD,0.40091105,0.47082443,0.39861025,0.43901981
2021-02-28 01:00:00,CRYPTO:XLMUSD,0.4387432,0.45023464,0.38053934,0.4059649
