datetime,symbol,open,high,low,close,volume
2024-06-01 02:00:00,CRYPTO:SHIBUSD,2.5421e-05,2.5465e-05,2.5101e-05,2.5239e-05,0.0
2024-06-02 02:00:00,CRYPTO:SHIBUSD,2.5239e-05,2.5467e-05,2.4021e-05,2.4597e-05,0.0
2024-06-03 02:00:00,CRYPTO:SHIBUSD,2.4596e-05,2.5368e-05,2.427e-05,2.4428e-05,0.0
2024-06-04 02:00:00,CRYPTO:SHIBUSD,2.4428e-05,2.4661e-05,2.285e-05,2.4601e-05,0.0
2024-06-05 02:00:00,CRYPTO:SHIBUSD,2.46e-05,2.6308e-05,2.4511e-05,2.5931e-05,0.0
2024-06-06 02:00:00,CRYPTO:SHIBUSD,2.5935e-05,2.621e-05,2.4968e-05,2.5237e-05,0.0
2024-06-07 02:00:00,CRYPTO:SHIBUSD,2.5237e-05,2.5472e-05,2.1566e-05,2.3691e-05,0.0
2024-06-08 02:00:00,CRYPTO:SHIBUSD,2.3691e-05,2.4104e-05,2.3004e-05,2.3195e-05,0.0
2024-06-09 02:00:00,CRYPTO:SHIBUSD,2.3194e-05,2.3657e-05,2.296e-05,2.3482e-05,0.0
2024-06-10 02:00:00,CRYPTO:SHIBUSD,2.3482e-05,2.3611e-05,2.2697e-05,2.2912e-05,0.0
2024-06-11 02:00:00,CRYPTO:SHIBUSD,2.2912e-05,2.2951e-05,2.107e-05,2.1618e-05,0.0
2024-06-12 02:00:00,CRYPTO:SHIBUSD,2.1618e-05,2.3221e-05,2.1122e-05,2.2202e-05,0.0
2024-06-13 02:00:00,CRYPTO:SHIBUSD,2.2203e-05,2.2205e-05,2.0966e-05,2.1173e-05,0.0
2024-06-14 02:00:00,CRYPTO:SHIBUSD,2.1174e-05,2.188e-05,1.9618e-05,2.0281e-05,0.0
2024-06-15 02:00:00,CRYPTO:SHIBUSD,2.0282e-05,2.0968e-05,1.9984e-05,2.0756e-05,0.0
2024-06-16 02:00:00,CRYPTO:SHIBUSD,2.0756e-05,2.1065e-05,2.0395e-05,2.0936e-05,0.0
2024-06-17 02:00:00,CRYPTO:SHIBUSD,2.0934e-05,2.105e-05,1.8606e-05,1.9311e-05,0.0
2024-06-18 02:00:00,CRYPTO:SHIBUSD,1.9311e-05,1.9421e-05,1.7e-05,1.8076e-05,0.0
2024-06-19 02:00:00,CRYPTO:SHIBUSD,1.8077e-05,1.8908e-05,1.7965e-05,1.8109e-05,0.0
2024-06-20 02:00:00,CRYPTO:SHIBUSD,1.811e-05,1.8985e-05,1.7804e-05,1.8032e-05,0.0
2024-06-21 02:00:00,CRYPTO:SHIBUSD,1.8032e-05,1.8235e-05,1.74e-05,1.7856e-05,0.0
2024-06-22 02:00:00,CRYPTO:SHIBUSD,1.7855e-05,1.8313e-05,1.7657e-05,1.7977e-05,0.0
2024-06-23 02:00:00,CRYPTO:SHIBUSD,1.7977e-05,1.821e-05,1.7421e-05,1.7522e-05,0.0
2024-06-24 02:00:00,CRYPTO:SHIBUSD,1.7522e-05,1.7655e-05,1.6361e-05,1.7028e-05,0.0
2024-06-25 02:00:00,CRYPTO:SHIBUSD,1.7028e-05,1.8211e-05,1.6978e-05,1.7733e-05,0.0
2024-06-26 02:00:00,CRYPTO:SHIBUSD,1.7732e-05,1.8059e-05,1.7101e-05,1.7136e-05,0.0
2024-06-27 02:00:00,CRYPTO:SHIBUSD,1.7135e-05,1.7695e-05,1.6857e-05,1.7551e-05,0.0
2024-06-28 02:00:00,CRYPTO:SHIBUSD,1.7553e-05,1.8075e-05,1.6796e-05,1.6971e-05,0.0
2024-06-29 02:00:00,CRYPTO:SHIBUSD,1.697e-05,1.7222e-05,1.6837e-05,1.6871e-05,0.0
2024-06-30 02:00:00,CRYPTO:SHIBUSD,1.687e-05,1.7394e-05,1.6613e-05,1.7228e-05,0.0
