datetime,symbol,open,high,low,close
2025-01-01 01:00:00,CRYPTO:DOGEUSD,0.31543,0.32674,0.31136,0.32445
2025-01-02 01:00:00,CRYPTO:DOGEUSD,0.32445,0.34424,0.32401,0.33825
2025-01-03 01:00:00,CRYPTO:DOGEUSD,0.33824,0.38893,0.33567,0.37946
2025-01-04 01:00:00,CRYPTO:DOGEUSD,0.37946,0.39846,0.37651,0.39459
2025-01-05 01:00:00,CRYPTO:DOGEUSD,0.39459,0.39765,0.37532,0.38222
2025-01-06 01:00:00,CRYPTO:DOGEUSD,0.38222,0.39518,0.37597,0.38778
2025-01-07 01:00:00,CRYPTO:DOGEUSD,0.38779,0.39826,0.34754,0.34814
2025-01-08 01:00:00,CRYPTO:DOGEUSD,0.34814,0.3554,0.32485,0.34227
2025-01-09 01:00:00,CRYPTO:DOGEUSD,0.34226,0.34671,0.31439,0.32091
2025-01-10 01:00:00,CRYPTO:DOGEUSD,0.32092,0.33954,0.32092,0.33385
2025-01-11 01:00:00,CRYPTO:DOGEUSD,0.33385,0.34798,0.32956,0.3411
2025-01-12 01:00:00,CRYPTO:DOGEUSD,0.3411,0.34333,0.33164,0.33578
2025-01-13 01:00:00,CRYPTO:DOGEUSD,0.33579,0.34581,0.31015,0.3379
2025-01-14 01:00:00,CRYPTO:DOGEUSD,0.3379,0.36197,0.3358,0.35577
2025-01-15 01:00:00,CRYPTO:DOGEUSD,0.35576,0.38764,0.34841,0.38537
2025-01-16 01:00:00,CRYPTO:DOGEUSD,0.38537,0.39005,0.36796,0.37645
2025-01-17 01:00:00,CRYPTO:DOGEUSD,0.37645,0.42172,0.37553,0.41517
2025-01-18 01:00:00,CRYPTO:DOGEUSD,0.41516,0.4341,0.38487,0.39655
2025-01-19 01:00:00,CRYPTO:DOGEUSD,0.39655,0.40946,0.34694,0.3581
2025-01-20 01:00:00,CRYPTO:DOGEUSD,0.3581,0.38567,0.34486,0.35409
2025-01-21 01:00:00,CRYPTO:DOGEUSD,0.35409,0.40108,0.33551,0.37147
2025-01-22 01:00:00,CRYPTO:DOGEUSD,0.37149,0.37379,0.35543,0.36275
2025-01-23 01:00:00,CRYPTO:DOGEUSD,0.36275,0.36421,0.34148,0.35188
2025-01-24 01:00:00,CRYPTO:DOGEUSD,0.35188,0.36468,0.34296,0.35089
2025-01-25 01:00:00,CRYPTO:DOGEUSD,0.35089,0.36133,0.34548,0.35349
2025-01-26 01:00:00,CRYPTO:DOGEUSD,0.35349,0.35729,0.33517,0.33603
2025-01-27 01:00:00,CRYPTO:DOGEUSD,0.33603,0.33693,0.30534,0.33384
2025-01-28 01:00:00,CRYPTO:DOGEUSD,0.33384,0.339,0.31515,0.31869
2025-01-29 01:00:00,CRYPTO:DOGEUSD,0.3187,0.33451,0.31686,0.32388
2025-01-30 01:00:00,CRYPTO:DOGEUSD,0.32388,0.33875,0.32212,0.33154
2025-01-31 01:00:00,CRYPTO:DOGEUSD,0.33154,0.34155,0.32361,0.32895
