datetime,symbol,open,high,low,close
2025-01-01 01:00:00,CRYPTO:BTCUSD,93403.02,94947.39,92759.28,94393.23
2025-01-02 01:00:00,CRYPTO:BTCUSD,94393.23,97625.56,94201.73,96782.18
2025-01-03 01:00:00,CRYPTO:BTCUSD,96781.12,98868.07,96009.38,98073.62
2025-01-04 01:00:00,CRYPTO:BTCUSD,98073.62,98713.2,97515.02,98172.57
2025-01-05 01:00:00,CRYPTO:BTCUSD,98172.57,98800.14,97264.08,98346.45
2025-01-06 01:00:00,CRYPTO:BTCUSD,98345.98,102449.88,97900.07,102208.74
2025-01-07 01:00:00,CRYPTO:BTCUSD,102208.74,102718.7,96229.17,96991.47
2025-01-08 01:00:00,CRYPTO:BTCUSD,96990.11,97250.52,92540.59,95055.77
2025-01-09 01:00:00,CRYPTO:BTCUSD,95055.16,95348.77,91207.21,92522.62
2025-01-10 01:00:00,CRYPTO:BTCUSD,92522.21,95799.73,92245.47,94720.51
2025-01-11 01:00:00,CRYPTO:BTCUSD,94720.51,94999.2,93829.19,94583.97
2025-01-12 01:00:00,CRYPTO:BTCUSD,94583.96,95395.73,93680.06,94506.34
2025-01-13 01:00:00,CRYPTO:BTCUSD,94506.05,95868.62,89294.09,94486.53
2025-01-14 01:00:00,CRYPTO:BTCUSD,94486.64,97329.12,94315.48,96522.21
2025-01-15 01:00:00,CRYPTO:BTCUSD,96522.21,100640.74,96469.07,100462.6
2025-01-16 01:00:00,CRYPTO:BTCUSD,100464.91,100863.26,97374.69,99994.37
2025-01-17 01:00:00,CRYPTO:BTCUSD,99994.06,105826.54,99940.56,104063.41
2025-01-18 01:00:00,CRYPTO:BTCUSD,104063.2,105017.72,102321.12,104588.64
2025-01-19 01:00:00,CRYPTO:BTCUSD,104588.64,106292.15,99560.16,101204.35
2025-01-20 01:00:00,CRYPTO:BTCUSD,101204.35,109396.43,99462.66,102130.99
2025-01-21 01:00:00,CRYPTO:BTCUSD,102130.81,107105.87,100078.65,106019.48
2025-01-22 01:00:00,CRYPTO:BTCUSD,106019.3,106382.15,103360.31,103709.52
2025-01-23 01:00:00,CRYPTO:BTCUSD,103709.43,106788.16,101227.38,103859.17
2025-01-24 01:00:00,CRYPTO:BTCUSD,103859.16,107124.49,102773.03,104881.09
2025-01-25 01:00:00,CRYPTO:BTCUSD,104880.79,105275.71,104103.98,104736.02
2025-01-26 01:00:00,CRYPTO:BTCUSD,104736.02,105461.24,102503.76,102603.67
2025-01-27 01:00:00,CRYPTO:BTCUSD,102604.77,103216.34,97759.61,102045.3
2025-01-28 01:00:00,CRYPTO:BTCUSD,102045.99,103742.07,100260.37,101323.48
2025-01-29 01:00:00,CRYPTO:BTCUSD,101323.93,104720.9,101270.23,103679.05
2025-01-30 01:00:00,CRYPTO:BTCUSD,103678.74,106420.93,103315.92,104728.54
2025-01-31 01:00:00,CRYPTO:BTCUSD,104728.51,106015.74,101589.36,102437.64
